artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,filtered_genre
Richard Thompson,0.433066667,0.504666667,272906.6667,0.352666667,2.64E-05,0.176333333,-15.211,0.035866667,127.994,0.505,45.33333333,5,1,6,"['british folk', 'country rock', 'folk', 'folk rock', 'lilith', 'roots rock', 'singer-songwriter', 'traditional folk']",Country
Richard Tucker,0.963285,0.288205,235079.575,0.252619,0.005726531,0.214397,-12.91858,0.0440635,102.158105,0.206165,0.675,5,1,200,"['classical tenor', 'opera']",Classical
Richard Wagner,0.94459011,0.238903297,344157.1941,0.21938619,0.28083308,0.306328571,-17.49060073,0.048764835,97.42441758,0.147562637,2.289377289,7,1,273,"['classical', 'german opera', 'late romantic era']",Classical
Richie Havens,0.5683125,0.56725,254325.75,0.375625,0.008272303,0.3540125,-15.288375,0.05525,118.6994375,0.616125,30.5,2,1,32,"['folk', 'folk rock', 'roots rock', 'traditional folk']",Rock
Richie Jen,0.0792,0.703,350400,0.551,0,0.197,-6.452,0.0269,92.298,0.423,48,8,1,2,"['c-pop', 'classic mandopop', 'mandopop']",Pop
Richie McDonald,0.575,0.58,239067,0.538,0,0.116,-6.42,0.0259,109.753,0.318,37,3,1,2,['modern country rock'],Country
Richie Rich,0.169681818,0.743181818,277655.7273,0.665363636,6.09E-05,0.286636364,-5.579636364,0.215909091,87.73872727,0.574545455,44.90909091,0,1,11,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",Oldies
Richie Spice,0.0971,0.6945,222273.5,0.66,0.00488,0.245,-6.7165,0.3,81.2945,0.777,52,5,0,4,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']",EDM
Rick Astley,0.280456522,0.654565217,228622.8261,0.718173913,0.001277445,0.152086957,-12.77643478,0.037469565,106.1775217,0.766565217,40.13043478,0,1,23,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",EDM
Rick Braun,0.189666667,0.665666667,296377.6667,0.772,0.730333333,0.245766667,-7.582666667,0.0376,106.765,0.833333333,43.66666667,5,0,6,"['jazz trumpet', 'smooth jazz']",Jazz
Rick Derringer,0.117,0.5275,213427,0.87,0.0042287,0.3951,-9.4435,0.06705,162.1005,0.6415,50,7,1,4,"['blues rock', 'classic rock', 'southern rock']",Rock
Rick Price,0.717,0.461,265867,0.301,0,0.11,-9.882,0.0253,77.924,0.188,55,0,1,2,['australian pop'],Pop
Rick Ross,0.07901725,0.595317308,261526.2308,0.726336538,0.008357719,0.279848077,-5.525192308,0.215444231,122.3037885,0.378946154,56.83653846,1,1,104,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip-hop
Rick Springfield,0.177834,0.62168,210432.32,0.72452,7.37E-05,0.171824,-8.53336,0.056912,132.47712,0.7038,32.16,2,1,50,"['album rock', 'australian rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'yacht rock']",EDM
Rick Trevino,0.12765,0.6045,196129.75,0.63725,4.55E-05,0.216,-8.22475,0.02915,131.2,0.563,37,7,1,8,['deep contemporary country'],Country
Rick Wakeman,0.433,0.351,229147,0.307,0.85,0.328,-12.071,0.0336,105.092,0.0951,39,3,1,2,"['album rock', 'art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'symphonic rock']",Jazz
Rickie Lee Jones,0.4328,0.608809524,257012.0952,0.29472381,0.00147516,0.142366667,-13.87980952,0.074804762,107.373,0.418238095,25.23809524,4,1,42,"['country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'roots rock', 'singer-songwriter']",Country
Ricky Martin,0.191532787,0.582196721,261727.2295,0.762229508,0.000195929,0.243993443,-6.368147541,0.064267213,122.0162131,0.57015082,56.80327869,11,1,61,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",EDM
Ricky Martinez,0.512,0.609,242026,0.735,0.00311,0.267,-7.322,0.0726,182.217,0.782,47,7,1,2,['chihuahua indie'],Indie
Ricky Montgomery,0.244325,0.59925,208313.5,0.6145,2.80E-05,0.18255,-6.16275,0.03295,142.99875,0.50575,57.75,11,1,8,"['indie pop', 'la indie']",Indie
Ricky Nelson,0.530788994,0.599065089,136405.1302,0.461107101,0.001213188,0.157873964,-11.50998817,0.045728402,116.8151893,0.743313609,23.18343195,0,1,169,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",Pop
Ricky Skaggs,0.197639216,0.59627451,197004.902,0.567176471,0.001984432,0.220103922,-10.4404902,0.030552941,130.9481373,0.781980392,31.47058824,7,1,51,"['bluegrass', 'bluegrass gospel', 'country', 'country rock', 'mandolin', 'old-time', 'progressive bluegrass']",Country
Ricky Van Shelton,0.486352941,0.598441176,193031.8235,0.446794118,0.000216246,0.161102941,-10.74541176,0.028905882,110.8943824,0.538323529,29.44117647,7,1,68,"['classic country pop', 'country', 'country rock']",Country
Rico,0.000159,0.759,240160,0.452,4.04E-05,0.0888,-11.827,0.15,148.292,0.697,44,0,0,2,"['dmv rap', 'escape room', 'pop', 'trap queen']",Pop
Rico Blanco,0.638,0.445,238467,0.573,6.69E-06,0.114,-7.309,0.0343,175.985,0.503,59,7,1,2,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",Indie
Rico Nasty,0.01225,0.7625,174683,0.677,0,0.174,-3.52,0.1765,144.8725,0.3805,72,2,1,4,"['dmv rap', 'escape room', 'pop', 'trap queen']",Pop
Ride,0.000175586,0.303,317164,0.866857143,0.589285714,0.2289,-4.814142857,0.054771429,147.9334286,0.409142857,38.71428571,4,1,14,"['cali rap', 'west coast trap']",Rap
Riff Raff,0.0271,0.911,202714,0.665,0,0.0656,-5.169,0.249,140.136,0.408,48,8,0,2,"['trap', 'underground hip hop']",Hip-hop
Right Said Fred,4.31E-05,0.680333333,170880,0.817,0.015866667,0.281333333,-10.59966667,0.0484,122.113,0.854,53.33333333,6,0,6,"['dance pop', 'eurodance', 'europop', 'hip house']",EDM
Rihanna,0.150559049,0.634357843,226613.8775,0.674759804,0.004765474,0.166439216,-5.754617647,0.08275,121.6196618,0.485110784,61.74019608,1,1,204,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",EDM
Riley Clemmons,0.156,0.645,229067,0.727,0,0.282,-4.179,0.0492,110.723,0.152,61,1,0,2,"['anthem worship', 'ccm', 'christian music', 'christian pop']",Pop
Riley Green,0.096862857,0.567,217652.7143,0.573142857,1.82E-06,0.1125,-6.412285714,0.032,127.0661429,0.549714286,64.42857143,6,1,14,"['contemporary country', 'country road']",Country
Rilo Kiley,0.19062475,0.49675,281746.625,0.55675,0.13607505,0.121425,-7.151875,0.0322375,116.70975,0.2860375,44.75,7,1,16,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'lilith', 'pop rock']",Indie
Rina Celi,0.902,0.4575,163670,0.3635,0.00659,0.4315,-12.498,0.0351,93.842,0.536,1,7,1,4,['vintage spanish pop'],Pop
Rina Sawayama,0.0854,0.636,201060,0.929,1.15E-06,0.0822,-3.256,0.151,117.012,0.591,66,2,0,2,"['art pop', 'dance pop', 'electropop', 'escape room', 'pop']",EDM
Ringo Starr,0.117907143,0.629642857,197234,0.552214286,0.004572726,0.130978571,-13.78764286,0.057235714,119.133,0.803642857,37.92857143,4,1,28,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'rock drums', 'soft rock']",Country
Rino Gaetano,0.133466667,0.554666667,266720,0.605666667,0.015544333,0.088166667,-11.52833333,0.130233333,86.79733333,0.613,53,9,1,6,"[""canzone d'autore"", 'classic italian pop', 'italian pop']",Pop
Riot,0.00090994,0.2854,223418.6,0.9456,0.05940762,0.23656,-8.4016,0.09356,120.6016,0.35082,35.2,9,0,10,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",Metal
Ripe,0.656,0.682,343405,0.466,0,0.0809,-7.751,0.0353,90.989,0.639,50,9,1,2,['boston indie'],Indie
Rise Stevens,0.95228,0.47756,166041.08,0.173372,0.02031799,0.36064,-20.5466,0.133592,108.06852,0.33068,6.16,0,1,25,['classical mezzo-soprano'],Classical
Rita Coolidge,0.3786,0.466142857,223794.1429,0.432571429,0.01158278,0.171985714,-10.89185714,0.031985714,106.0614286,0.370142857,40.57142857,10,1,14,"['adult standards', 'bubblegum pop', 'folk', 'mellow gold', 'native american', 'soft rock']",Pop
Rita Lee,0.621,0.7005,315473.5,0.37225,0.024486863,0.09085,-13.65175,0.03985,123.25575,0.61625,48.75,9,1,8,"['baile pop', 'bossa nova', 'mpb', 'nova mpb']",Pop
Rita Ora,0.191277333,0.7068,206612.4,0.738466667,6.98E-05,0.1098,-4.523066667,0.06544,121.3682,0.608933333,67.53333333,11,1,15,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",EDM
Rita Streich,0.972333333,0.3105,227472.25,0.193983333,0.047630567,0.244941667,-14.63975,0.047558333,98.57825,0.131683333,0.833333333,10,1,12,['classical soprano'],Classical
Ritchie,0.222,0.6105,282093,0.765,5.87E-05,0.3135,-6.91,0.0309,124.478,0.75,50.5,11,1,4,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",Pop
Ritchie Valens,0.792453333,0.55756,141265.7733,0.536944,0.136525376,0.261404,-10.57273333,0.104613333,117.5035467,0.6958,30.13333333,5,1,75,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",Pop
Riton,0.11245,0.7415,227722,0.845,0.0184415,0.1556,-5.4105,0.0586,123.0315,0.5605,74,11,1,2,"['deep groove house', 'house', 'uk dance']",EDM
Rittz,0.096555,0.763125,244753.75,0.756375,1.95E-06,0.1881625,-7.8145,0.1519875,125.13375,0.4705,53.25,1,1,8,"['atl hip hop', 'country rap', 'pop rap', 'southern hip hop']",Country
Rival Sons,0.000964,0.312,218093,0.8775,0.0010196,0.2973,-5.058,0.1012,133.54,0.5055,52,1,0,4,"['alternative roots rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",Rock
Rivermaya,0.15432,0.5382,325922.6,0.6788,0.000162588,0.1898,-7.7006,0.03394,120.747,0.5198,56.6,2,1,10,"['classic opm', 'opm', 'pinoy indie', 'pinoy rock', 'pop rock']",Indie
Rivers Cuomo,0.14835,0.5985,207448,0.776,0,0.21515,-4.524,0.1853,87.725,0.7795,67,5,1,4,['alternative rock'],Rock
Rixton,0.038144,0.609,203936.2,0.7562,0,0.139,-5.8298,0.03244,134.8498,0.5592,60,5,1,10,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",EDM
Ro James,0.165,0.652666667,253840,0.538,4.60E-05,0.203733333,-4.081666667,0.0555,94.677,0.305666667,59,6,0,3,"['contemporary country', 'country pop']",Country
Ro Ransom,0.301,0.631,201509,0.829,0,0.107,-5.22,0.0915,109.987,0.133,67,0,0,2,['nyc rap'],Rap
RoZe,0.0901,0.641,212715,0.538,0,0.205,-10.398,0.245,79.038,0.296,59,7,1,1,"['electropop', 'indie poptimism', 'pop edm']",EDM
Rob $tone,0.0324,0.857,209918.5,0.4585,0.00050855,0.08865,-9.653,0.10215,108.001,0.2545,66.5,11,1,2,['san diego rap'],Rap
Rob Bailey & The Hustle Standard,0.085953333,0.576222222,252642.5556,0.806777778,0,0.420666667,-6.842666667,0.100222222,142.6925556,0.521444444,57.11111111,9,1,9,['military rap'],Rap
Rob Base & DJ EZ Rock,0.009616,0.84425,273006.5,0.68775,0.01072705,0.21075,-9.4135,0.18125,112.88575,0.6325,47.5,2,1,8,"['electro', 'harlem hip hop', 'hip house', 'rap']",Hip-hop
Rob Dougan,0.0116,0.377,447427,0.65,0.827,0.346,-10.277,0.0284,101.547,0.0978,45,2,0,2,"['big beat', 'electronica']",EDM
Rob Halford,0.0040286,0.53,246791,0.976,0,0.4375,-4.1685,0.1525,105.9505,0.2195,60.5,1,1,4,['metal'],Metal
Rob Thomas,0.129872667,0.520266667,251217.8,0.8032,1.29E-05,0.124973333,-5.5584,0.04702,120.9583333,0.704066667,54.73333333,9,1,30,"['acoustic pop', 'neo mellow', 'pop rock', 'post-grunge']",Pop
Rob Vicious,0.371,0.9,174336,0.385,0,0.142,-12.189,0.435,99.964,0.488,73,1,0,1,['cali rap'],Rap
Rob Zombie,0.067246834,0.532672414,222411.3103,0.912603448,0.141447113,0.279193103,-5.497724138,0.0871,120.1089138,0.385051724,45.96551724,0,1,58,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap rock']",Metal
Robben Ford,0.18365,0.686,297833,0.453,0.0006405,0.0823,-13.2515,0.03905,126.173,0.7185,39,7,1,4,"['blues rock', 'electric blues', 'jazz blues', 'jazz fusion', 'modern blues', 'soul blues']",Jazz
Robbie Dupree,0.2395,0.66,217800,0.526,0.000101245,0.2444,-11.358,0.03805,120.4005,0.6835,47,7,1,4,"['soft rock', 'yacht rock']",Rock
Robbie Nevil,0.546,0.7275,270987,0.8035,0.000305,0.785,-12.612,0.05465,102.1155,0.5585,41.5,7,1,4,['new wave pop'],Pop
Robbie Robb,0.0757,0.593,310040,0.494,8.07E-05,0.0644,-14.75,0.0289,107.83,0.422,38,7,1,2,"['dance pop', 'europop', 'pop', 'pop rock']",EDM
Robbie Robertson,0.10125,0.4635,314759.75,0.457,0.000955325,0.147225,-17.10575,0.044275,92.1035,0.575,40.75,7,1,8,"['canadian singer-songwriter', 'classic canadian rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'native american', 'roots rock']",Country
Robbie Williams,0.155832,0.526235294,248061.8235,0.728529412,0.000311216,0.129682353,-6.554647059,0.036994118,123.9417059,0.511,59.35294118,10,1,17,"['dance pop', 'europop', 'pop', 'pop rock']",EDM
Robe,0.974,0.368,231573,0.882,0.881,0.244,-8.178,0.0745,127.933,0.254,0,3,0,1,"['album rock', 'art rock', 'classic rock', 'dance rock', 'disco', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",EDM
Robert Cray,0.172904348,0.750304348,248612.1304,0.619,0.002932809,0.149704348,-11.27673913,0.039817391,119.8306087,0.834217391,36.73913043,5,0,23,"['blues', 'blues rock', 'electric blues', 'modern blues', 'roots rock', 'soul blues']",Rock
Robert DeLong,0.0689,0.538,233994,0.787,2.81E-06,0.0805,-4.418,0.0655,79.887,0.42,50,11,0,2,"['modern alternative rock', 'modern rock']",Rock
Robert Earl Keen,0.4474375,0.5706875,243399.0625,0.442625,0.001382462,0.32423125,-15.5843125,0.07585,109.7955,0.6005,38.25,7,1,32,"['country rock', 'outlaw country', 'roots rock', 'texas country']",Country
Robert Fripp,0.803737143,0.176042857,279164.5714,0.194178571,0.736021429,0.188614286,-18.96821429,0.042514286,108.8657143,0.040557143,29.5,11,1,14,"['art rock', 'experimental', 'experimental ambient', 'experimental rock', 'fourth world', 'jazz fusion', 'progressive rock', 'space rock', 'symphonic rock']",Jazz
Robert Glasper,0.128,0.819,307440,0.428,0.00151,0.211,-9.883,0.317,87.9,0.454,54,5,0,1,"['contemporary jazz', 'contemporary post-bop', 'indie jazz', 'indie soul', 'modern jazz piano', 'neo r&b', 'neo soul']",Indie
Robert Glasper Experiment,0.36255,0.7035,308280,0.4905,0.045635,0.09905,-10.113,0.05095,84.7315,0.3545,49.5,5,1,2,"['indie jazz', 'indie soul', 'neo r&b', 'neo soul']",Indie
Robert Gordon,0.44086,0.4824,157058.6,0.619,0.18841224,0.22552,-10.9478,0.05022,149.4262,0.6888,36.8,11,1,5,"['pub rock', 'rock-and-roll', 'rockabilly', 'roots rock']",Rock
Robert Hurst,0.929,0.55,484627,0.249,0.828,0.258,-15.919,0.0325,121.37,0.296,48,5,0,1,['jazz double bass'],Jazz
Robert John,0.625,0.5175,203460,0.42,0.001411185,0.1175,-9.7605,0.0313,117.8565,0.7935,43.5,5,1,4,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'traditional blues']",Rock
Robert Johnson,0.958575758,0.686363636,158992.1515,0.16644697,0.002396925,0.137093939,-13.54675758,0.081730303,105.6049242,0.504954545,23.1969697,9,1,132,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'traditional blues']",Rock
Robert Merrill,0.976833333,0.218666667,221524.5,0.218666667,0.3499,0.130233333,-13.91633333,0.03565,93.43066667,0.129666667,2.5,3,1,6,"['classical baritone', 'opera']",Classical
Robert Miles,0.00853,0.613142857,355173.5714,0.733714286,0.687315714,0.173857143,-10.61271429,0.032642857,134.6327143,0.332571429,50.85714286,0,1,7,"['dream trance', 'eurodance', 'trance']",EDM
Robert Nagel,0.947,0.507,33467,0.284,0.893,0.576,-19.222,0.138,173.766,0.564,0,0,0,4,['classical trumpet'],Classical
Robert Palmer,0.276408667,0.672133333,259884.6667,0.552583333,0.083810492,0.12096,-13.66436667,0.049481667,110.7374,0.8602,38.68333333,2,1,60,"['album rock', 'art rock', 'classic rock', 'dance rock', 'disco', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",EDM
Robert Plant,0.170878455,0.524954545,304623.3182,0.709568182,0.054098273,0.234940909,-7.377522727,0.046690909,133.1350455,0.429022727,36.63636364,7,1,44,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock', 'uk americana']",Oldies
Robert Quinney,0.784,0.0757,361160,0.0435,0.86,0.109,-30.073,0.0518,67.1,0.143,48,7,1,1,['classical organ'],Classical
Robert Randolph & The Family Band,0.232,0.7,210440,0.92,5.05E-06,0.242,-2.977,0.165,82.226,0.747,44,1,1,2,"['funk', 'jam band', 'modern blues', 'modern blues rock', 'sacred steel']",Rock
Robert Russell Bennett,0.982,0.626,106800,0.476,0.0108,0.743,-14.745,0.886,106.686,0.644,1,9,1,1,['american modern classical'],Classical
Robert Schumann,0.98416996,0.362022925,212320.17,0.105300988,0.782029498,0.160324111,-22.8310751,0.048054545,98.44706719,0.277442292,3.723320158,5,1,253,"['classical', 'early romantic era']",Classical
Robert Scott,0.636,0.738,138240,0.282,0,0.332,-14.913,0.438,116.677,0.75,41,0,1,2,"['dunedin indie', 'dunedin sound']",Indie
Robert Tepper,0.00385,0.570333333,265147,0.742,0.002004267,0.197666667,-12.08733333,0.0448,127.4616667,0.591333333,52.33333333,4,0,6,['album rock'],Rock
Robert Wyatt,0.446,0.4956,259637.4,0.4448,0.02336922,0.2038,-11.606,0.03736,111.169,0.27586,31.2,10,1,10,"['art pop', 'art rock', 'british folk', 'canterbury scene', 'dance rock', 'experimental', 'experimental rock', 'post-punk', 'psychedelic rock', 'zolo']",EDM
Robert Yves,0.878,0.744,61068,0.196,0,0.387,-18.048,0.668,82.675,0.839,0,1,1,2,['jazz trombone'],Jazz
Roberta Flack,0.69943038,0.443164557,299196.6582,0.267937975,0.026574225,0.135479747,-15.61341772,0.038362025,115.5878228,0.308225316,37.15189873,8,1,79,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",Jazz
Roberta Peters,0.982,0.44,176040,0.205,0.0375,0.106,-13.323,0.0555,144.378,0.196,29,5,1,1,['classical soprano'],Classical
Roberto Jordan,0.14315,0.67625,136433.5,0.509,0.00016325,0.2041,-8.51375,0.034075,115.89475,0.69625,50.5,1,1,8,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']",Pop
Roberto Junior Y Su Bandeño,0.0707,0.817,176840,0.809,0.0034,0.0635,-4.914,0.2,151.984,0.921,53,5,1,2,"['banda', 'regional mexican', 'regional mexican pop']",Pop
Roberto Luti,0.84,0.526,158387,0.501,0,0.139,-8.088,0.0367,113.546,0.762,39,0,1,2,['pop romantico'],Pop
Roberto Murolo,0.984071429,0.535357143,192792.5714,0.0434,0.004291962,0.10465,-20.03057143,0.047585714,115.188,0.294642857,6.642857143,9,1,28,"['canzone napoletana', 'classic italian pop']",Pop
Roberto Roena,0.7372,0.6532,325024,0.678,0.00015268,0.1846,-5.7018,0.04462,149.6972,0.8998,30.6,7,0,5,"['latin jazz', 'salsa', 'salsa international', 'tropical']",Jazz
Roberto Roena Y Su Apollo Sound,0.5378,0.6381,301485.15,0.682,0.087915627,0.189485,-6.57415,0.04327,101.98525,0.85075,32.15,7,0,40,"['latin jazz', 'salsa', 'salsa international', 'tropical']",Jazz
Roberto Tapia,0.372,0.6814,195882.6,0.6562,2.96E-07,0.18456,-5.501,0.0616,136.4442,0.9072,48.4,10,1,10,"['banda', 'deep regional mexican', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",Pop
Roberto Torres,0.549,0.682,420333,0.521,1.63E-06,0.0311,-11.434,0.249,92.728,0.832,53,9,0,2,"['charanga', 'latin jazz', 'salsa', 'salsa international']",Jazz
Robin Gibb,0.176457143,0.561142857,221865,0.517714286,0.000499829,0.309171429,-12.43114286,0.0343,116.5491429,0.675285714,45.42857143,0,1,7,['soft rock'],Rock
Robin Guthrie,0.6006,0.22144,268637.2,0.33856,0.483203676,0.10644,-15.8392,0.0371,124.6914,0.31134,47.8,11,1,5,"['ambient', 'compositional ambient', 'dream pop', 'drift', 'drone']",Pop
Robin Leggate,0.989,0.218,156400,0.11,0.0902,0.114,-24.477,0.0502,77.795,0.0371,22,7,1,2,['classical tenor'],Classical
Robin S,0.177100333,0.744666667,230700,0.798666667,0.008173533,0.084233333,-5.772666667,0.084733333,122.7133333,0.690333333,53.66666667,5,1,6,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",EDM
Robin Schulz,0.039612,0.6768,202472,0.7297,0.000282362,0.2286,-6.2314,0.07382,118.5157,0.5855,70.7,5,0,10,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",EDM
Robin Thicke,0.2498225,0.745,260419.5,0.5364375,0.000625022,0.1348125,-7.186125,0.121175,101.529875,0.5875625,51.0625,11,1,16,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",EDM
Robin Trower,0.149167593,0.475220339,268950.9492,0.590677966,0.074574692,0.158671186,-10.83786441,0.050837288,114.0822542,0.522338983,28.54237288,4,0,59,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock', 'rock', 'roots rock', 'southern rock']",Country
Robin Ward,0.772,0.534,148927,0.384,3.46E-06,0.207,-11.41,0.0283,101.752,0.374,19,1,1,2,['brill building pop'],Pop
Robinson,0.243,0.697,208486,0.521,0,0.189,-6.519,0.031,91.998,0.331,66,5,1,2,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house']",EDM
Robot Koch,0.702,0.582,238971,0.375,0.0631,0.136,-13.277,0.0329,129.909,0.106,57,1,0,2,"['electronica', 'wonky']",EDM
Robyn,0.023786923,0.605461538,250618.5385,0.818384615,0.051042154,0.133523077,-4.602230769,0.048053846,141.0019231,0.452923077,53.07692308,6,1,13,"['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']",EDM
Rocio Banquells,0.625666667,0.630666667,247733.6667,0.491,5.53E-05,0.216266667,-13.43233333,0.043333333,137.258,0.545,45,4,1,6,"['grupera', 'latin pop', 'ranchera']",Pop
Rock,0.587,0.304,158851,0.598,0.000681,0.29,-4.212,0.0302,71.782,0.683,49,6,1,1,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip-hop
Rockin' Sidney,0.29,0.789,229760,0.649,2.17E-06,0.0997,-10.496,0.055,167.366,0.973,29,5,1,2,"['louisiana blues', 'swamp blues', 'swamp pop', 'zydeco']",Pop
Rocko,0.27872,0.5242,245257.2,0.6356,0,0.256,-5.0962,0.2528,159.2396,0.453,48.8,10,1,5,"['atl hip hop', 'atl trap', 'deep southern trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip-hop
Rockpile,0.19032,0.6104,182477.4,0.796,7.21E-05,0.11502,-10.455,0.05168,138.3954,0.8578,24.2,0,1,10,"['power pop', 'pub rock', 'rockabilly', 'roots rock']",Pop
Rocky Roberts,0.485,0.456,173693,0.736,6.47E-06,0.109,-4.818,0.0292,97.211,0.482,45,2,0,2,"['beat italiano', 'classic italian pop']",Pop
Rocío Dúrcal,0.579,0.544635514,212282.9439,0.366943925,0.000735517,0.240109346,-11.30930841,0.038864486,124.1530561,0.606943925,46.04672897,9,1,107,"['bolero', 'cancion melodica', 'grupera', 'latin', 'latin pop', 'ranchera']",Pop
Rod Hart,0.523,0.621,209348,0.424,0,0.11,-15.084,0.246,107.477,0.558,25,4,1,2,['truck-driving country'],Country
Rod Stewart,0.366305531,0.538592179,277578.095,0.583106145,0.059761883,0.166667598,-11.02353631,0.041012291,123.3324078,0.539069274,43.45251397,2,1,179,"['adult standards', 'mellow gold', 'soft rock']",Oldies
Rod Wave,0.275643333,0.681133333,163654.9667,0.54795,9.40E-06,0.1121,-9.75315,0.216303333,125.4592833,0.515533333,64.13333333,4,1,60,['florida rap'],Rap
Roddy Ricch,0.184208906,0.784984375,184015.3125,0.627953125,1.35E-05,0.167565625,-7.14053125,0.22968125,121.0885469,0.44465625,69.671875,11,0,64,['melodic rap'],Rap
Roderick Porter,0.298,0.872,170906,0.752,0,0.138,-9.425,0.156,118.002,0.327,67,4,1,2,"['emo rap', 'lo-fi beats', 'meme rap']",Rap
Rodney Atkins,0.092190909,0.571818182,205521.6364,0.842818182,0,0.237554545,-4.766636364,0.050263636,127.1080909,0.746727273,59.77272727,6,1,22,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
Rodney Carrington,0.65325,0.45175,157983.5,0.597,3.38E-06,0.50475,-9.09925,0.2819,168.21225,0.60625,41.75,4,1,8,"['comedy', 'comic', 'country']",Country
Rodney Crowell,0.49625,0.62925,232915.75,0.459125,0.005158945,0.1318625,-12.437875,0.0413875,122.49225,0.584875,34.875,7,1,16,"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",Country
Rodney Franklin,0.32,0.62,292760,0.632,0.632,0.22,-13.548,0.0321,108.406,0.743,35,0,1,2,['jazz funk'],Jazz
Rodolfo Aicardi,0.4615,0.7825,212900,0.5855,0.00515,0.0983,-7.677,0.0561,102.7835,0.8645,27,9,1,4,"['classic colombian pop', 'cumbia', 'pop romantico']",Pop
Rodríguez,0.397314091,0.514045455,198911.4545,0.642772727,0.001571454,0.14765,-6.007090909,0.069704545,116.9493636,0.550272727,46.45454545,4,1,44,"['alabama rap', 'atl trap']",Rap
Roedelius,0.8045,0.327,235070,0.342625,0.9215,0.11495,-17.14875,0.04,111.7495,0.201925,29.5,2,1,8,"['ambient', 'art rock', 'berlin school', 'compositional ambient', 'drone', 'experimental', 'fourth world', 'krautrock']",Rock
Roger,0.125568889,0.684888889,341980.7778,0.699777778,0.000429521,0.164511111,-6.659444444,0.067883333,107.0897222,0.629111111,41.66666667,7,1,18,"['electropop', 'pop']",Pop
Roger Alan Wade,0.839,0.652,186600,0.303,0,0.0949,-14.67,0.0299,90.023,0.749,49,7,1,2,"['chattanooga indie', 'outlaw country']",Country
